#,IBk-1-Holdout,IBk-1-Holdout-gen,IBk-1-CV,IBk-1-CV-gen,IBk-1-LOOCV,IBk-1-LOOCV-gen,IBk-1-Resample,IBk-1-Resample-gen,IBk-1-ResampleBootstrap-gen,IBk-3-Holdout,IBk-3-Holdout-gen,IBk-3-CV,IBk-3-CV-gen,IBk-3-LOOCV,IBk-3-LOOCV-gen,IBk-3-Resample,IBk-3-Resample-gen,IBk-3-ResampleBootstrap-gen,IBk-5-Holdout,IBk-5-Holdout-gen,IBk-5-CV,IBk-5-CV-gen,IBk-5-LOOCV,IBk-5-LOOCV-gen,IBk-5-Resample,IBk-5-Resample-gen,IBk-5-ResampleBootstrap-gen,IBk-10-Holdout,IBk-10-Holdout-gen,IBk-10-CV,IBk-10-CV-gen,IBk-10-LOOCV,IBk-10-LOOCV-gen,IBk-10-Resample,IBk-10-Resample-gen,IBk-10-ResampleBootstrap-gen,J48-2-Holdout,J48-2-Holdout-gen,J48-2-CV,J48-2-CV-gen,J48-2-LOOCV,J48-2-LOOCV-gen,J48-2-Resample,J48-2-Resample-gen,J48-2-ResampleBootstrap-gen,J48-5-Holdout,J48-5-Holdout-gen,J48-5-CV,J48-5-CV-gen,J48-5-LOOCV,J48-5-LOOCV-gen,J48-5-Resample,J48-5-Resample-gen,J48-5-ResampleBootstrap-gen,J48-10-Holdout,J48-10-Holdout-gen,J48-10-CV,J48-10-CV-gen,J48-10-LOOCV,J48-10-LOOCV-gen,J48-10-Resample,J48-10-Resample-gen,J48-10-ResampleBootstrap-gen,J48-30-Holdout,J48-30-Holdout-gen,J48-30-CV,J48-30-CV-gen,J48-30-LOOCV,J48-30-LOOCV-gen,J48-30-Resample,J48-30-Resample-gen,J48-30-ResampleBootstrap-gen,NBC--Holdout,NBC--Holdout-gen,NBC--CV,NBC--CV-gen,NBC--LOOCV,NBC--LOOCV-gen,NBC--Resample,NBC--Resample-gen,NBC--ResampleBootstrap-gen,SMO-1-P-Holdout,SMO-1-P-Holdout-gen,SMO-1-P-CV,SMO-1-P-CV-gen,SMO-1-P-LOOCV,SMO-1-P-LOOCV-gen,SMO-1-P-Resample,SMO-1-P-Resample-gen,SMO-1-P-ResampleBootstrap-gen,SMO-5-P-Holdout,SMO-5-P-Holdout-gen,SMO-5-P-CV,SMO-5-P-CV-gen,SMO-5-P-LOOCV,SMO-5-P-LOOCV-gen,SMO-5-P-Resample,SMO-5-P-Resample-gen,SMO-5-P-ResampleBootstrap-gen,SMO-1-RBF-Holdout,SMO-1-RBF-Holdout-gen,SMO-1-RBF-CV,SMO-1-RBF-CV-gen,SMO-1-RBF-LOOCV,SMO-1-RBF-LOOCV-gen,SMO-1-RBF-Resample,SMO-1-RBF-Resample-gen,SMO-1-RBF-ResampleBootstrap-gen,SMO-5-RBF-Holdout,SMO-5-RBF-Holdout-gen,SMO-5-RBF-CV,SMO-5-RBF-CV-gen,SMO-5-RBF-LOOCV,SMO-5-RBF-LOOCV-gen,SMO-5-RBF-Resample,SMO-5-RBF-Resample-gen,SMO-5-RBF-ResampleBootstrap-gen,
IBk-5-LOOCV,NaN,2.0214905884585792E-10,NaN,1.81959516723542E-18,NaN,NaN,NaN,2.4364062723474917E-11,2.4364062723474917E-11,2.1987142396491612E-8,1.064930861218406E-10,1.9536463700827842E-22,5.655368676167708E-16,NaN,NaN,2.2344644330865023E-11,2.750233029512471E-9,5.146733734012878E-10,3.4561037921905264E-11,3.5333433217785805E-12,4.393228593521583E-22,3.750431535502219E-16,NaN,NaN,1.3192173537420461E-10,3.3198031817120836E-10,1.7359415505914132E-11,1.1669419103643956E-10,6.4655715352070085E-15,1.954213385484801E-22,2.2754791751065342E-17,NaN,NaN,3.40140476100675E-12,1.584353602120996E-10,3.3055858173113557E-12,1.9386522413230285E-7,1.7779046485120411E-9,1.0052311663270336E-13,8.220671077075518E-16,NaN,NaN,6.090284455531241E-7,7.882339172965715E-10,2.770665619910852E-10,8.66616248535737E-9,1.003225279719593E-11,9.231602036773728E-17,5.766972889051609E-15,NaN,NaN,9.573225836283012E-8,1.9095931415249635E-11,6.0396712138401406E-12,9.884129485660243E-10,8.360764089429536E-10,6.7086624975118135E-18,3.25495798454766E-14,NaN,NaN,2.1118970749937226E-10,3.669447618468662E-10,1.456530879959677E-10,2.7540115587727933E-8,3.613090800597757E-10,2.763680947276411E-21,7.814772370191325E-16,NaN,NaN,6.982018632729695E-12,3.2838781610803715E-10,5.129641683333272E-12,8.319783831003303E-11,4.275948790778415E-12,2.5647414980456272E-23,1.8111153053146703E-18,NaN,NaN,1.7409686118193066E-10,9.45369819881791E-11,8.520195836568457E-14,8.43573048429312E-11,3.4045027048406807E-13,5.395002798499068E-19,7.204566503408988E-18,NaN,NaN,1.5412128984085313E-10,1.6295315289409844E-10,4.7729078014535535E-12,9.63050058819055E-10,4.498633537557776E-11,2.4122251238560513E-21,7.294484140546076E-16,NaN,NaN,1.5369696855533063E-10,3.5544705161094254E-11,1.1773465832912476E-12,6.3267233564195034E-12,6.092467382507547E-15,5.740674151168603E-15,1.065301396012794E-14,NaN,NaN,4.069338587874146E-9,1.2929183700514958E-9,7.39006358507173E-10,2.688907152357493E-11,6.690635923471447E-13,1.6524824845886937E-22,3.106385432314061E-17,NaN,NaN,3.4001346272232036E-12,1.1568643427092552E-11,2.9794650037378846E-13,
IBk-5-LOOCV-gen,NaN,2.0214905884585792E-10,NaN,1.81959516723542E-18,NaN,NaN,NaN,2.4364062723474917E-11,2.4364062723474917E-11,2.1987142396491612E-8,1.064930861218406E-10,1.9536463700827842E-22,5.655368676167708E-16,NaN,NaN,2.2344644330865023E-11,2.750233029512471E-9,5.146733734012878E-10,3.4561037921905264E-11,3.5333433217785805E-12,4.393228593521583E-22,3.750431535502219E-16,NaN,NaN,1.3192173537420461E-10,3.3198031817120836E-10,1.7359415505914132E-11,1.1669419103643956E-10,6.4655715352070085E-15,1.954213385484801E-22,2.2754791751065342E-17,NaN,NaN,3.40140476100675E-12,1.584353602120996E-10,3.3055858173113557E-12,1.9386522413230285E-7,1.7779046485120411E-9,1.0052311663270336E-13,8.220671077075518E-16,NaN,NaN,6.090284455531241E-7,7.882339172965715E-10,2.770665619910852E-10,8.66616248535737E-9,1.003225279719593E-11,9.231602036773728E-17,5.766972889051609E-15,NaN,NaN,9.573225836283012E-8,1.9095931415249635E-11,6.0396712138401406E-12,9.884129485660243E-10,8.360764089429536E-10,6.7086624975118135E-18,3.25495798454766E-14,NaN,NaN,2.1118970749937226E-10,3.669447618468662E-10,1.456530879959677E-10,2.7540115587727933E-8,3.613090800597757E-10,2.763680947276411E-21,7.814772370191325E-16,NaN,NaN,6.982018632729695E-12,3.2838781610803715E-10,5.129641683333272E-12,8.319783831003303E-11,4.275948790778415E-12,2.5647414980456272E-23,1.8111153053146703E-18,NaN,NaN,1.7409686118193066E-10,9.45369819881791E-11,8.520195836568457E-14,8.43573048429312E-11,3.4045027048406807E-13,5.395002798499068E-19,7.204566503408988E-18,NaN,NaN,1.5412128984085313E-10,1.6295315289409844E-10,4.7729078014535535E-12,9.63050058819055E-10,4.498633537557776E-11,2.4122251238560513E-21,7.294484140546076E-16,NaN,NaN,1.5369696855533063E-10,3.5544705161094254E-11,1.1773465832912476E-12,6.3267233564195034E-12,6.092467382507547E-15,5.740674151168603E-15,1.065301396012794E-14,NaN,NaN,4.069338587874146E-9,1.2929183700514958E-9,7.39006358507173E-10,2.688907152357493E-11,6.690635923471447E-13,1.6524824845886937E-22,3.106385432314061E-17,NaN,NaN,3.4001346272232036E-12,1.1568643427092552E-11,2.9794650037378846E-13,
IBk-5-Resample,1.3192173537420461E-10,2.3911548007719414E-7,1.3192173537420461E-10,8.219356641893487E-11,1.3192173537420461E-10,1.3192173537420461E-10,1.3192173537420461E-10,1.4983377823962346E-7,2.428646143273473E-4,0.8001037890818723,2.2823979004388626E-8,0.810413245717435,2.0165491848404987E-10,1.3192173537420461E-10,1.3192173537420461E-10,3.4702552126850925E-4,1.929259427317914E-6,1.1983933107076715E-5,4.7288971483289307E-4,3.9836384144582234E-8,1.2025861204992161E-4,1.7235067126800795E-9,1.3192173537420461E-10,1.3192173537420461E-10,NaN,1.3324851695721566E-6,1.1167905540143545E-6,5.742032904480147E-6,5.512480795332096E-9,1.0537370597804579E-6,1.4796399827361982E-8,1.3192173537420461E-10,1.3192173537420461E-10,3.0565860199707783E-4,1.4250757371893336E-6,1.0838315336522273E-6,0.0032574212463736926,3.674059027627027E-6,1.728629825183137E-4,4.617788619030876E-9,1.3192173537420461E-10,1.3192173537420461E-10,1.1191885507245382E-7,3.222515691531511E-6,1.1615430022465206E-4,0.001322583911320862,1.536208090815213E-7,3.389309999880046E-7,4.3250063999750425E-9,1.3192173537420461E-10,1.3192173537420461E-10,0.25916530554702966,6.838982783145771E-7,3.1328609238492767E-5,2.023986555661761E-5,3.7742871315667722E-6,9.45021235135474E-8,1.270677263825374E-8,1.3192173537420461E-10,1.3192173537420461E-10,0.015402225226690004,6.2818413739359415E-6,2.6557365273442237E-5,1.0631574079800339E-4,1.4701449618797302E-6,2.7902505084027706E-8,1.9049745780885593E-8,1.3192173537420461E-10,1.3192173537420461E-10,8.42060111623093E-6,1.2617385327150889E-6,2.6107710705320504E-7,7.6530810659057E-6,4.809942030343505E-8,3.7534808016963175E-8,1.2332823818373143E-8,1.3192173537420461E-10,1.3192173537420461E-10,4.9895395164340495E-5,1.0877493187150776E-7,1.5345647969921037E-8,0.0022682251428784678,1.1377188496075263E-8,5.4230224314210606E-8,7.157228422281429E-10,1.3192173537420461E-10,1.3192173537420461E-10,3.945365226551117E-5,2.273939623732882E-7,4.1895407844400593E-8,0.155722465305273,6.1544155030905405E-9,5.532635449885167E-7,2.7000703351197697E-9,1.3192173537420461E-10,1.3192173537420461E-10,0.0024480887208224735,6.135530658366106E-8,1.1813345053247716E-7,4.3257676185421514E-9,4.6291622888517556E-11,1.3067768933124653E-10,5.708952535856691E-11,1.3192173537420461E-10,1.3192173537420461E-10,2.2229225250655676E-5,6.70245104626012E-7,1.0696314888162824E-6,7.5224295668629E-6,1.6373425496444896E-8,1.0144183153667748E-8,1.1684816150829442E-9,1.3192173537420461E-10,1.3192173537420461E-10,7.267941210225447E-6,2.4849488758909195E-7,1.6631060875555473E-7,
IBk-5-Resample-gen,3.3198031817120836E-10,0.1366829051306363,3.3198031817120836E-10,0.0927438982050514,3.3198031817120836E-10,3.3198031817120836E-10,3.3198031817120836E-10,0.030023834355092583,1.6285719273018205E-5,1.944258115377791E-7,0.9624272878524294,2.111872063391728E-7,0.6554214529766089,3.3198031817120836E-10,3.3198031817120836E-10,7.298019402847238E-8,0.4243167824244841,0.008804037046489853,2.9164489988169455E-5,0.4642342484366738,1.6282076017673643E-6,0.04183881764880188,3.3198031817120836E-10,3.3198031817120836E-10,1.3324851695721566E-6,NaN,1.8133448282882231E-6,1.0725657422074168E-4,0.0677833364456549,1.3256851493567314E-5,0.0011976175598556393,3.3198031817120836E-10,3.3198031817120836E-10,1.4867434487919708E-5,0.11077709303519678,0.0026206088565422377,0.003613166137440232,0.9684677055241746,5.232818880585486E-6,0.04334102757078237,3.3198031817120836E-10,3.3198031817120836E-10,1.1091400965379234E-7,0.3602541840058133,1.1210694024114716E-4,0.0010128435906735706,0.3869900838403907,6.665867414613094E-5,0.005990033008927119,3.3198031817120836E-10,3.3198031817120836E-10,9.893510552587027E-9,0.06433030871480948,8.828320803647685E-5,7.002003389050334E-4,0.7528365322545236,2.041044684897577E-4,0.004616699961417303,3.3198031817120836E-10,3.3198031817120836E-10,4.342658894625753E-6,0.17541973054381577,0.002394034501836668,0.010391489521292721,0.694763067090723,5.738996702896755E-4,0.009721896514129568,3.3198031817120836E-10,3.3198031817120836E-10,5.570615275493661E-5,0.029086323098810814,0.005652380894528482,8.909011690261408E-4,0.004594508737952164,2.4273956897463177E-4,8.964174367856493E-4,3.3198031817120836E-10,3.3198031817120836E-10,7.027125205018981E-5,0.03069460745055428,0.002380576636698909,4.796901339897542E-6,0.4953222019272042,1.478007610284944E-4,0.08663210851658111,3.3198031817120836E-10,3.3198031817120836E-10,7.590728425517366E-5,0.29214311897472356,0.009151335899271489,5.10518912357966E-6,0.6762899228167305,2.840767156816279E-5,0.048850052351265855,3.3198031817120836E-10,3.3198031817120836E-10,6.233355840040099E-7,0.2458444721559071,0.003802964441769203,0.00972503581609888,3.200436028398849E-6,0.02465429429763222,0.00783053420878977,3.3198031817120836E-10,3.3198031817120836E-10,0.03228411121728026,0.704322659698065,0.6187524824655097,8.895522388443633E-4,0.24014396421480189,0.0016499623081945808,0.025564761837160048,3.3198031817120836E-10,3.3198031817120836E-10,1.7177898346291596E-4,0.1837024582365051,0.00864330439188186,
IBk-5-ResampleBootstrap-gen,1.7359415505914132E-11,2.266690400019527E-4,1.7359415505914132E-11,1.327587081168997E-6,1.7359415505914132E-11,1.7359415505914132E-11,1.7359415505914132E-11,2.558796215285736E-5,0.001089685770251967,9.26549429851454E-7,0.0025822760115825393,1.0265477662542189E-7,4.4818733278933725E-5,1.7359415505914132E-11,1.7359415505914132E-11,3.977789843982974E-8,0.0034283217286752137,0.8709725395663686,4.3969478132132125E-4,8.994394275020995E-4,3.2612302472570448E-6,0.0035107035279582487,1.7359415505914132E-11,1.7359415505914132E-11,1.1167905540143545E-6,1.8133448282882231E-6,NaN,0.011457155607707032,0.001432012297204975,2.310495171424921E-4,0.39845287614412206,1.7359415505914132E-11,1.7359415505914132E-11,2.7060585978779943E-4,0.04999183667138811,0.9868344735374811,0.07962901061290775,0.003804328186791394,5.036447278421006E-5,0.010043749787016784,1.7359415505914132E-11,1.7359415505914132E-11,5.259093954250177E-8,0.020435600941096067,0.005496315266182424,0.08401264466522057,0.0035077348972435496,0.021126179438941826,0.24800813591458581,1.7359415505914132E-11,1.7359415505914132E-11,2.2510435219174646E-7,0.13574415846725846,0.01466059798032834,0.20616958699351984,0.0073573380035306755,0.13701124144433424,0.048332933268479567,1.7359415505914132E-11,1.7359415505914132E-11,8.75437649823923E-5,0.03394010385022164,0.8846520394505366,0.6192485844142196,0.003144147413955709,0.8305923846503658,0.05378904154649835,1.7359415505914132E-11,1.7359415505914132E-11,0.08392835775195238,0.6279769479371318,0.8493971590555084,0.23136641079619746,0.3698401485665327,0.16405840359867274,0.7963653334568193,1.7359415505914132E-11,1.7359415505914132E-11,0.09256760988758429,0.21184951867159219,0.41469194836610146,2.8511806511000513E-5,5.080262780270382E-5,0.045458855798954145,8.917689140077783E-4,1.7359415505914132E-11,1.7359415505914132E-11,0.003639008817334001,0.008955840556064356,0.20237752781723073,4.775189633745367E-5,0.0022733360407777925,0.001156970304522247,0.0045802729626775295,1.7359415505914132E-11,1.7359415505914132E-11,1.1174044745127928E-5,0.03220047262462459,0.873431219966536,1.8511196943529284E-5,1.9206918259665656E-10,1.290571661478907E-6,1.4864450054110693E-6,1.7359415505914132E-11,1.7359415505914132E-11,0.033654284619431166,1.288989961787554E-4,1.653730058849446E-4,0.16658967908754319,0.0010150599766236249,0.45752522011353025,0.001801789400231058,1.7359415505914132E-11,1.7359415505914132E-11,0.0282100381276072,0.0019310326357539214,0.04794855632097202,
IBk-10-Holdout,1.1669419103643956E-10,1.3273970305856972E-5,1.1669419103643956E-10,1.6153993911615209E-7,1.1669419103643956E-10,1.1669419103643956E-10,1.1669419103643956E-10,9.694572601154352E-6,0.23564915069158254,4.5150498481694364E-5,1.1710608317502022E-4,4.504630684903635E-6,1.0003280626029685E-5,1.1669419103643956E-10,1.1669419103643956E-10,4.818033924253279E-7,4.017663785486842E-5,0.02468423942808647,0.011014089583628334,2.2503492735364273E-4,5.600807596538043E-4,9.711990126737715E-5,1.1669419103643956E-10,1.1669419103643956E-10,5.742032904480147E-6,1.0725657422074168E-4,0.011457155607707032,NaN,6.207513607225705E-5,0.19466178721297145,0.0018957773692348983,1.1669419103643956E-10,1.1669419103643956E-10,0.027602223543531833,0.0021988407621986545,0.02576398013513443,0.4762797986560069,5.221928904415255E-4,0.014341432145513422,4.971883421967507E-5,1.1669419103643956E-10,1.1669419103643956E-10,2.1020109473609037E-8,9.430263865077626E-4,0.2689963540715157,0.895601032293848,2.5705198882417776E-4,0.17588245556607196,0.0017030681164144747,1.1669419103643956E-10,1.1669419103643956E-10,3.276364240936957E-5,0.0018571255556550455,0.9643785478043128,0.2815874921502598,6.99773900324952E-4,0.049893091057393604,1.6354662132471947E-4,1.1669419103643956E-10,1.1669419103643956E-10,0.0044623687430858875,0.0029281855885994247,0.07104788300272748,0.02306764935685204,2.3028110104504738E-5,0.005704393658811725,2.0977763312893916E-4,1.1669419103643956E-10,1.1669419103643956E-10,0.15824962130877185,0.012648485890443043,0.008541642539937055,0.19750208287728865,0.0025321937743084523,0.037494617952635846,0.0018054198679406182,1.1669419103643956E-10,1.1669419103643956E-10,0.3274545247709335,0.002239715001054064,0.001971692583529069,0.0012266531533954683,4.498639140172638E-5,0.1405423787624269,1.719168542755702E-5,1.1669419103643956E-10,1.1669419103643956E-10,0.4055592612000729,3.921441923907277E-5,6.776464722015444E-4,0.0017866033402353044,1.282418584314485E-4,0.6323055633179908,1.828688374620282E-5,1.1669419103643956E-10,1.1669419103643956E-10,0.028174697476273377,7.770866819265918E-4,0.02153776394735813,1.4834689299107022E-6,1.712372106739606E-9,2.761960198905001E-8,4.2801900392828175E-9,1.1669419103643956E-10,1.1669419103643956E-10,0.0017713971345590046,5.3311784847462E-5,5.507568488192172E-5,0.18243294250080144,4.1677645059235086E-5,0.00140004231067536,5.188416705688961E-5,1.1669419103643956E-10,1.1669419103643956E-10,0.6529659917642718,3.5130809481998595E-4,0.0010836910265068945,
IBk-10-Holdout-gen,6.4655715352070085E-15,0.0012049187136568976,6.4655715352070085E-15,1.632876543485543E-8,6.4655715352070085E-15,6.4655715352070085E-15,6.4655715352070085E-15,4.717055421278294E-4,4.353622699788156E-6,3.676674808320742E-7,0.05414298150243248,1.0388582610072937E-11,1.6613189151151622E-4,6.4655715352070085E-15,6.4655715352070085E-15,8.8762282567339E-11,0.022712661904800785,0.0077984786886115525,7.224262204233344E-8,0.08865176033966886,1.1535674908907814E-10,0.3344848574712772,6.4655715352070085E-15,6.4655715352070085E-15,5.512480795332096E-9,0.0677833364456549,0.001432012297204975,6.207513607225705E-5,NaN,2.4362740203627092E-9,2.910067601408757E-5,6.4655715352070085E-15,6.4655715352070085E-15,4.196313228582502E-8,0.6906414329127606,4.251505582070094E-4,0.001179204343596665,0.16148647739514854,9.272676059627024E-9,0.25310155340940965,6.4655715352070085E-15,6.4655715352070085E-15,7.825649634979534E-10,0.5984365633397681,4.1105402816179244E-5,7.624113538004727E-4,0.24613602809903246,6.255438222023088E-7,2.2460005586528433E-4,6.4655715352070085E-15,6.4655715352070085E-15,1.4477870818410682E-7,0.1525500665138202,1.450437932426329E-6,0.0013651687038432005,0.2035411099470137,1.8104448044881805E-7,0.0024381436140833383,6.4655715352070085E-15,6.4655715352070085E-15,4.234795176595638E-7,0.9265283018914904,0.005894592034403992,0.18131031309040402,0.19897186338361683,1.5883950533614786E-6,0.0019468729436807964,6.4655715352070085E-15,6.4655715352070085E-15,9.641916756781172E-5,0.03015157096040385,0.0012666134173207738,8.832944167849643E-4,0.002402331668477403,2.2290329691692532E-7,8.336866338977495E-6,6.4655715352070085E-15,6.4655715352070085E-15,1.4336449478968518E-4,0.15897531966623835,0.0029540655297343285,1.090456318413112E-7,0.026416930619281454,9.992951115886106E-8,0.6751375724270021,6.4655715352070085E-15,6.4655715352070085E-15,1.249272266504639E-5,0.6004378654486519,0.047042050858473065,4.1433593941559706E-7,0.06379896247865179,6.016142221612841E-9,0.37321964395352913,6.4655715352070085E-15,6.4655715352070085E-15,9.916884968762056E-7,0.863917531681153,7.876454030490522E-4,1.0556497800912965E-5,2.5069048574853302E-9,2.2691855317401793E-6,1.2589787106756706E-6,6.4655715352070085E-15,6.4655715352070085E-15,0.7573322744934288,0.0752032433261827,0.1552398984517145,6.181823538049034E-5,0.14877351984106998,1.1377055609283088E-5,0.07035313917033113,6.4655715352070085E-15,6.4655715352070085E-15,1.4003646861401973E-6,0.406259906321802,0.01523609640824013,
IBk-10-CV,1.954213385484801E-22,1.919519989406768E-6,1.954213385484801E-22,1.2138161415805395E-14,1.954213385484801E-22,1.954213385484801E-22,1.954213385484801E-22,2.0746515073986382E-7,0.5811199831928886,1.567208128705484E-4,5.741820570677077E-6,2.236223634612729E-16,5.823809446966397E-11,1.954213385484801E-22,1.954213385484801E-22,2.443872855357439E-10,3.640402669330053E-5,0.004414844752503116,0.007949780037314596,4.40171991971701E-7,2.3031356836401165E-12,1.6238365080437257E-10,1.954213385484801E-22,1.954213385484801E-22,1.0537370597804579E-6,1.3256851493567314E-5,2.310495171424921E-4,0.19466178721297145,2.4362740203627092E-9,NaN,1.0968341032812614E-9,1.954213385484801E-22,1.954213385484801E-22,0.008394545853082377,5.119225455039345E-5,5.454761763513659E-5,0.9093791510712554,6.0721757774593755E-5,2.339229396684011E-4,9.451051570707932E-10,1.954213385484801E-22,1.954213385484801E-22,1.1097509765222973E-8,8.879249521472455E-5,0.8080722820209805,0.5027983730200121,1.613060316503482E-6,1.556524257936239E-7,6.694364035772823E-8,1.954213385484801E-22,1.954213385484801E-22,2.447218901208115E-5,1.736964959838757E-5,0.07144829378579458,0.03902955084509199,4.8552418866738195E-5,4.453162778712404E-9,6.893355425623117E-8,1.954213385484801E-22,1.954213385484801E-22,0.002126856170488571,8.100229784832892E-5,0.0018540291582188728,0.015650527922776686,2.1262869225809186E-5,1.1337128648060673E-12,1.3909709358711198E-9,1.954213385484801E-22,1.954213385484801E-22,0.001529884063371055,0.0010329533281816297,7.706546784523228E-5,0.008958617394410529,2.5288243255380244E-5,2.2693030319616915E-12,7.026203582482245E-12,1.954213385484801E-22,1.954213385484801E-22,0.020050779819762946,1.4372734942362235E-4,9.66826470701611E-7,5.445503076322154E-4,3.103288133534288E-8,5.568380228837623E-9,4.775524372137042E-12,1.954213385484801E-22,1.954213385484801E-22,0.934715653236857,2.2083594883122246E-5,1.2623856256972055E-5,1.7049488117499109E-4,3.7478982676254105E-6,1.0798807251307021E-6,1.9526946347459973E-10,1.954213385484801E-22,1.954213385484801E-22,0.013245325956527517,9.926090577855606E-6,2.3794436997765325E-5,2.3691718704557728E-8,7.901489242232779E-12,3.461976622006172E-11,5.046093512435957E-11,1.954213385484801E-22,1.954213385484801E-22,7.238325706950963E-4,3.6915898351412196E-5,3.557942645316418E-5,0.008862612537433345,1.7216411088417887E-7,1.396235219847413E-13,2.138345759243473E-11,1.954213385484801E-22,1.954213385484801E-22,0.020892828492026075,1.7914325454790699E-6,4.042696858863403E-7,
IBk-10-CV-gen,2.2754791751065342E-17,1.2113627110215457E-4,2.2754791751065342E-17,4.800843268194096E-10,2.2754791751065342E-17,2.2754791751065342E-17,2.2754791751065342E-17,7.554762423828797E-6,2.0788690180431485E-5,2.219582787943239E-6,0.0010538509748495028,1.8154096293500782E-13,4.6002496133156514E-8,2.2754791751065342E-17,2.2754791751065342E-17,3.36955832520749E-11,0.0014066272534080596,0.43800031065758416,4.754638361741957E-6,8.80660094735679E-5,1.5862706399689597E-12,6.076043386424672E-5,2.2754791751065342E-17,2.2754791751065342E-17,1.4796399827361982E-8,0.0011976175598556393,0.39845287614412206,0.0018957773692348983,2.910067601408757E-5,1.0968341032812614E-9,NaN,2.2754791751065342E-17,2.2754791751065342E-17,5.917046404284234E-7,0.041444540412116274,0.37065697466158476,0.023455309654771057,0.004102504626080083,4.10987313633003E-8,2.9493041177627264E-5,2.2754791751065342E-17,2.2754791751065342E-17,8.072495723505525E-10,0.01977765566189349,2.703592307256238E-4,0.020100542514790487,3.6596745886609055E-4,2.403583131450828E-6,0.16686828902857997,2.2754791751065342E-17,2.2754791751065342E-17,8.24031650844711E-7,0.08273340070896006,3.314030957139529E-4,0.06899715788466312,0.00342975290227641,1.4523391959940179E-5,0.02975399584397566,2.2754791751065342E-17,2.2754791751065342E-17,9.434039197305638E-7,0.026087526824591593,0.39386448390733486,0.9230401829067922,0.0033327142506413927,6.163531247870614E-4,0.007272399731383852,2.2754791751065342E-17,2.2754791751065342E-17,0.008954628939093384,0.8665318690924755,0.5650515669908333,0.040250344778140705,0.6801435625954153,2.7645594799584066E-6,0.14226733664209712,2.2754791751065342E-17,2.2754791751065342E-17,0.03121984636318298,0.26475226878241354,0.8525101914420182,6.587919500244973E-7,1.9200200808890704E-5,3.0798851900277675E-7,3.6183293220476116E-7,2.2754791751065342E-17,2.2754791751065342E-17,2.478925216757449E-4,0.009037013520871896,0.32549173103781204,5.199660319411169E-7,7.491777035982354E-4,2.7108301967283107E-9,8.814908770629195E-5,2.2754791751065342E-17,2.2754791751065342E-17,1.369449270651571E-6,0.008767995131024924,0.43648477521522855,8.056512390382449E-7,5.5327231793847104E-11,2.4925121180527125E-8,1.4591692846531722E-8,2.2754791751065342E-17,2.2754791751065342E-17,0.13673984289839275,0.0019332386188631178,0.0036881888095701126,0.010576327121915231,3.1415731811563554E-5,0.8643747260258056,8.712563050284569E-6,2.2754791751065342E-17,2.2754791751065342E-17,3.9443955339801714E-4,0.0020896928460446976,0.042065535006593255,
IBk-10-LOOCV,NaN,2.0214905884585792E-10,NaN,1.81959516723542E-18,NaN,NaN,NaN,2.4364062723474917E-11,2.4364062723474917E-11,2.1987142396491612E-8,1.064930861218406E-10,1.9536463700827842E-22,5.655368676167708E-16,NaN,NaN,2.2344644330865023E-11,2.750233029512471E-9,5.146733734012878E-10,3.4561037921905264E-11,3.5333433217785805E-12,4.393228593521583E-22,3.750431535502219E-16,NaN,NaN,1.3192173537420461E-10,3.3198031817120836E-10,1.7359415505914132E-11,1.1669419103643956E-10,6.4655715352070085E-15,1.954213385484801E-22,2.2754791751065342E-17,NaN,NaN,3.40140476100675E-12,1.584353602120996E-10,3.3055858173113557E-12,1.9386522413230285E-7,1.7779046485120411E-9,1.0052311663270336E-13,8.220671077075518E-16,NaN,NaN,6.090284455531241E-7,7.882339172965715E-10,2.770665619910852E-10,8.66616248535737E-9,1.003225279719593E-11,9.231602036773728E-17,5.766972889051609E-15,NaN,NaN,9.573225836283012E-8,1.9095931415249635E-11,6.0396712138401406E-12,9.884129485660243E-10,8.360764089429536E-10,6.7086624975118135E-18,3.25495798454766E-14,NaN,NaN,2.1118970749937226E-10,3.669447618468662E-10,1.456530879959677E-10,2.7540115587727933E-8,3.613090800597757E-10,2.763680947276411E-21,7.814772370191325E-16,NaN,NaN,6.982018632729695E-12,3.2838781610803715E-10,5.129641683333272E-12,8.319783831003303E-11,4.275948790778415E-12,2.5647414980456272E-23,1.8111153053146703E-18,NaN,NaN,1.7409686118193066E-10,9.45369819881791E-11,8.520195836568457E-14,8.43573048429312E-11,3.4045027048406807E-13,5.395002798499068E-19,7.204566503408988E-18,NaN,NaN,1.5412128984085313E-10,1.6295315289409844E-10,4.7729078014535535E-12,9.63050058819055E-10,4.498633537557776E-11,2.4122251238560513E-21,7.294484140546076E-16,NaN,NaN,1.5369696855533063E-10,3.5544705161094254E-11,1.1773465832912476E-12,6.3267233564195034E-12,6.092467382507547E-15,5.740674151168603E-15,1.065301396012794E-14,NaN,NaN,4.069338587874146E-9,1.2929183700514958E-9,7.39006358507173E-10,2.688907152357493E-11,6.690635923471447E-13,1.6524824845886937E-22,3.106385432314061E-17,NaN,NaN,3.4001346272232036E-12,1.1568643427092552E-11,2.9794650037378846E-13,
