NaN,4.7839373267055364E-11,NaN,2.395112611205633E-15,NaN,7.061743879524113E-8,NaN,7.200507057923439E-14,2.8799204068769583E-10,3.263496643993136E-10,5.015351839524353E-22,4.5368663290187743E-17,1.971396145171386E-7,5.775984128439141E-10,5.064660880922198E-17,4.187613116845519E-14,1.0375087513486891E-11,1.7284004611052258E-10,1.1976846416766964E-22,4.54086928215473E-15,9.636069525421635E-8,1.3963574016210395E-7,1.5843500831086204E-16,2.526421993580141E-15,2.44434469003785E-11,7.558147533637357E-11,2.4653576849346716E-20,6.754511228389793E-15,7.723914690579575E-9,8.350723023794085E-10,7.917920876707746E-15,6.604256892922585E-15,6.13426433844397E-9,7.067821446186351E-9,3.691076393334746E-13,7.139616143035623E-15,8.817820984972429E-8,2.0933750779762637E-8,3.957549245610467E-12,1.4663369036158342E-14,1.0635525318854551E-11,1.43859283413065E-10,1.6873861716386685E-17,3.090319744897494E-14,1.099610021659335E-6,3.200059986438101E-6,1.7389079419454822E-14,1.43392554454651E-15,1.171246813646782E-11,7.50059756822188E-9,2.893042488222901E-19,2.0766697433465964E-17,1.1728561198487169E-7,4.7890376429475006E-6,1.5294557473762831E-15,2.5718593707389454E-15,5.881280468098208E-13,2.595148767692404E-10,2.3262391116735515E-21,7.599968471265456E-16,7.030344237975675E-9,4.448768424236237E-6,3.9842327300233886E-16,1.4227580040295295E-15,5.812963406536433E-12,7.171724551980584E-10,4.536769286325871E-24,1.0180647960653474E-17,3.390310515551318E-7,1.9748285446815244E-8,8.745421449783607E-17,8.210481278246908E-16,1.3926222348200996E-11,2.7102805868131475E-10,9.578635585521124E-20,6.737004287014989E-15,3.34513205325674E-6,9.558605167909373E-7,6.720843363891749E-18,1.0673506408129238E-14,1.5941696806514584E-12,1.2674816338903548E-11,1.189084818119555E-19,8.0708802688454E-16,3.902348120693716E-5,1.946126748553912E-7,4.2389134111750906E-16,1.9124280573737643E-15,2.188930644785988E-13,5.156203828740407E-10,2.5087760512056307E-16,2.0245274313110444E-16,1.4075241112416166E-11,1.4075241112416117E-11,4.895440594089455E-15,4.084771692068925E-15,3.932743178515273E-12,1.1172282507118327E-11,2.3979601878788526E-22,9.416092907271717E-18,7.651330796882805E-7,2.079080170305003E-6,4.6226288795898754E-17,2.3809457730942672E-15,
4.7839373267055364E-11,NaN,4.7839373267055364E-11,1.4091510630032178E-9,4.7839373267055364E-11,8.449018720804432E-11,4.7839373267055364E-11,1.3527090271582173E-7,0.7509937973403716,0.02652526230258377,7.099734729143126E-7,9.524952550131173E-10,8.08289457827131E-4,6.025522535485805E-11,9.798235953457585E-4,3.581016449775549E-5,2.3963584711124083E-4,0.024257874374408295,5.236084814823068E-9,3.989714415565675E-10,3.064299306720623E-5,9.773369296834575E-11,0.011656926930660323,1.4322959612852592E-4,7.024134931276497E-6,0.0033573524835054554,3.8722314738166824E-10,4.988658228023266E-10,3.7079678476099233E-6,5.875103227938161E-11,9.039085264355868E-6,7.029588803017536E-5,2.938767506203108E-4,0.00194280508025053,5.667821380491103E-7,7.069594160622667E-10,1.785112978367839E-5,5.0098481980439004E-11,7.096338723480369E-6,2.2450563336235046E-6,1.183966426197367E-8,0.021749048838089008,1.8208217796212446E-11,1.0562152619030898E-9,9.554995498279493E-5,9.703248398311773E-11,0.02224706501844338,2.4978570544640792E-5,3.657395214143288E-7,0.17786691032669444,5.178298744824585E-11,6.619357182203094E-10,6.5635268698150726E-6,1.1354423599872885E-10,7.1700237251816855E-6,1.190835508332236E-5,8.64622331685525E-9,0.007781020256030169,1.0128074322030114E-11,5.625794944386619E-10,1.5483416818420187E-7,8.401443886389734E-11,2.2075308017819704E-8,0.0012471306071637181,1.4160929273683132E-6,4.4105086542952266E-4,3.349291173377882E-11,6.556403323134318E-10,2.0749392170530035E-4,6.772106417798817E-11,1.9305460277610086E-7,8.90401643598196E-6,8.44449963485818E-6,0.038281777308794875,1.0341501857137949E-10,1.1333295894287688E-9,0.5972212721311541,7.286507606506409E-11,7.244596877826754E-6,6.598207559912218E-5,4.1908916095525115E-7,0.04187572448507529,3.6063115629217704E-10,6.802251042102021E-10,0.009505543473176165,5.828930205099104E-11,5.422606232355206E-4,8.98468562418422E-5,3.806835143815662E-10,0.0070096997507988765,1.9876439736334064E-12,1.2599965581785621E-9,4.3846766661660035E-10,6.718992978925745E-11,6.803422931326944E-11,0.026626555128404145,1.1896731742250165E-10,0.013091337140871151,2.6589312270738553E-11,5.936011432161103E-10,2.7884401582005516E-5,3.976575022191394E-11,1.8703629418171582E-7,7.086587377934664E-5,
NaN,4.7839373267055364E-11,NaN,2.395112611205633E-15,NaN,7.061743879524113E-8,NaN,7.200507057923439E-14,2.8799204068769583E-10,3.263496643993136E-10,5.015351839524353E-22,4.5368663290187743E-17,1.971396145171386E-7,5.775984128439141E-10,5.064660880922198E-17,4.187613116845519E-14,1.0375087513486891E-11,1.7284004611052258E-10,1.1976846416766964E-22,4.54086928215473E-15,9.636069525421635E-8,1.3963574016210395E-7,1.5843500831086204E-16,2.526421993580141E-15,2.44434469003785E-11,7.558147533637357E-11,2.4653576849346716E-20,6.754511228389793E-15,7.723914690579575E-9,8.350723023794085E-10,7.917920876707746E-15,6.604256892922585E-15,6.13426433844397E-9,7.067821446186351E-9,3.691076393334746E-13,7.139616143035623E-15,8.817820984972429E-8,2.0933750779762637E-8,3.957549245610467E-12,1.4663369036158342E-14,1.0635525318854551E-11,1.43859283413065E-10,1.6873861716386685E-17,3.090319744897494E-14,1.099610021659335E-6,3.200059986438101E-6,1.7389079419454822E-14,1.43392554454651E-15,1.171246813646782E-11,7.50059756822188E-9,2.893042488222901E-19,2.0766697433465964E-17,1.1728561198487169E-7,4.7890376429475006E-6,1.5294557473762831E-15,2.5718593707389454E-15,5.881280468098208E-13,2.595148767692404E-10,2.3262391116735515E-21,7.599968471265456E-16,7.030344237975675E-9,4.448768424236237E-6,3.9842327300233886E-16,1.4227580040295295E-15,5.812963406536433E-12,7.171724551980584E-10,4.536769286325871E-24,1.0180647960653474E-17,3.390310515551318E-7,1.9748285446815244E-8,8.745421449783607E-17,8.210481278246908E-16,1.3926222348200996E-11,2.7102805868131475E-10,9.578635585521124E-20,6.737004287014989E-15,3.34513205325674E-6,9.558605167909373E-7,6.720843363891749E-18,1.0673506408129238E-14,1.5941696806514584E-12,1.2674816338903548E-11,1.189084818119555E-19,8.0708802688454E-16,3.902348120693716E-5,1.946126748553912E-7,4.2389134111750906E-16,1.9124280573737643E-15,2.188930644785988E-13,5.156203828740407E-10,2.5087760512056307E-16,2.0245274313110444E-16,1.4075241112416166E-11,1.4075241112416117E-11,4.895440594089455E-15,4.084771692068925E-15,3.932743178515273E-12,1.1172282507118327E-11,2.3979601878788526E-22,9.416092907271717E-18,7.651330796882805E-7,2.079080170305003E-6,4.6226288795898754E-17,2.3809457730942672E-15,
2.395112611205633E-15,1.4091510630032178E-9,2.395112611205633E-15,NaN,2.395112611205633E-15,4.0109578725198725E-14,2.395112611205633E-15,7.383383185531314E-11,1.0339293493523578E-8,8.494941531567618E-9,1.438929562152768E-19,8.546157552281593E-5,1.1333034531411383E-6,3.308334544277247E-14,1.899011608379163E-14,3.0051687816315933E-12,1.590929746279841E-10,6.2285739663898515E-9,5.364903867338766E-21,5.652393197239872E-7,3.1467150017883876E-7,1.4865804469183548E-15,1.930235446189689E-15,5.087324665449095E-13,1.920705611907314E-10,4.414824942189619E-9,6.116380887056795E-19,1.3730949706605243E-7,2.7768026447280356E-8,5.021042205939382E-15,1.1952695322605296E-13,2.5447711702323366E-13,5.265057973717631E-8,3.7261189838587364E-7,1.8314831997579277E-12,1.0418837811126764E-6,3.2868568568466174E-7,8.368052155202674E-14,5.615605361854321E-10,4.063346615592471E-12,9.629752677160089E-11,9.041006698529475E-9,1.6919362782945502E-16,3.954943086264005E-7,3.379608486856538E-6,6.515134822435086E-14,1.6140299321454953E-13,3.913129065132653E-14,1.1302045258871635E-10,2.624466094912792E-7,2.7249591397975382E-18,4.172323867242515E-9,3.181045907791812E-7,2.628021134522458E-13,3.0115248279698945E-14,4.237346865775776E-14,3.268213487991403E-12,1.4873174016966725E-8,1.0228435865318348E-19,9.127590234501119E-9,1.402405546284912E-8,1.4252332955069295E-13,1.5769433861472309E-15,8.387928390439948E-14,3.818226166780031E-11,6.672319363949062E-8,1.534868959748213E-21,2.460548416894977E-9,1.7309240819728487E-6,6.264127797311006E-14,2.781703838449919E-16,3.552173473944379E-14,9.729070771255773E-11,1.540445351110968E-8,4.688609447446632E-19,1.2289840933670164E-6,4.8238541399201594E-5,1.8177101865794854E-15,3.1179392735097793E-16,2.7668143851572146E-12,1.339565972781286E-11,4.89396985969252E-10,5.12626402930086E-18,2.5874819396652222E-8,0.0021967177544036545,1.4420209900829571E-15,3.0409380442742997E-15,1.2903542494150987E-13,7.917170842461412E-13,8.182029241438171E-9,5.554439000933958E-16,5.450618350544513E-4,3.1633496680229166E-11,1.3538094076269343E-14,2.3667432457771698E-14,3.8703901481104967E-14,3.6845373989995495E-11,3.1722716787744034E-10,6.954760077747615E-21,4.643625454542684E-7,2.132289455447883E-6,1.9197144874542073E-12,8.125505437759084E-16,3.626270857573903E-13,
NaN,4.7839373267055364E-11,NaN,2.395112611205633E-15,NaN,7.061743879524113E-8,NaN,7.200507057923439E-14,2.8799204068769583E-10,3.263496643993136E-10,5.015351839524353E-22,4.5368663290187743E-17,1.971396145171386E-7,5.775984128439141E-10,5.064660880922198E-17,4.187613116845519E-14,1.0375087513486891E-11,1.7284004611052258E-10,1.1976846416766964E-22,4.54086928215473E-15,9.636069525421635E-8,1.3963574016210395E-7,1.5843500831086204E-16,2.526421993580141E-15,2.44434469003785E-11,7.558147533637357E-11,2.4653576849346716E-20,6.754511228389793E-15,7.723914690579575E-9,8.350723023794085E-10,7.917920876707746E-15,6.604256892922585E-15,6.13426433844397E-9,7.067821446186351E-9,3.691076393334746E-13,7.139616143035623E-15,8.817820984972429E-8,2.0933750779762637E-8,3.957549245610467E-12,1.4663369036158342E-14,1.0635525318854551E-11,1.43859283413065E-10,1.6873861716386685E-17,3.090319744897494E-14,1.099610021659335E-6,3.200059986438101E-6,1.7389079419454822E-14,1.43392554454651E-15,1.171246813646782E-11,7.50059756822188E-9,2.893042488222901E-19,2.0766697433465964E-17,1.1728561198487169E-7,4.7890376429475006E-6,1.5294557473762831E-15,2.5718593707389454E-15,5.881280468098208E-13,2.595148767692404E-10,2.3262391116735515E-21,7.599968471265456E-16,7.030344237975675E-9,4.448768424236237E-6,3.9842327300233886E-16,1.4227580040295295E-15,5.812963406536433E-12,7.171724551980584E-10,4.536769286325871E-24,1.0180647960653474E-17,3.390310515551318E-7,1.9748285446815244E-8,8.745421449783607E-17,8.210481278246908E-16,1.3926222348200996E-11,2.7102805868131475E-10,9.578635585521124E-20,6.737004287014989E-15,3.34513205325674E-6,9.558605167909373E-7,6.720843363891749E-18,1.0673506408129238E-14,1.5941696806514584E-12,1.2674816338903548E-11,1.189084818119555E-19,8.0708802688454E-16,3.902348120693716E-5,1.946126748553912E-7,4.2389134111750906E-16,1.9124280573737643E-15,2.188930644785988E-13,5.156203828740407E-10,2.5087760512056307E-16,2.0245274313110444E-16,1.4075241112416166E-11,1.4075241112416117E-11,4.895440594089455E-15,4.084771692068925E-15,3.932743178515273E-12,1.1172282507118327E-11,2.3979601878788526E-22,9.416092907271717E-18,7.651330796882805E-7,2.079080170305003E-6,4.6226288795898754E-17,2.3809457730942672E-15,
7.061743879524113E-8,8.449018720804432E-11,7.061743879524113E-8,4.0109578725198725E-14,7.061743879524113E-8,NaN,7.061743879524113E-8,6.249991593187038E-14,4.4696812011876365E-10,4.547543944239296E-10,4.902688477898603E-20,3.371456903301116E-14,2.3854945399402144E-7,0.6432715110555611,2.5963933382934532E-17,4.39550033998894E-14,1.3274404032281144E-11,2.590595225378572E-10,1.4922983476270193E-21,4.110375089182346E-13,1.0784788091991386E-7,0.8891614742096444,6.157740305914741E-17,1.341459842806313E-15,3.032550306720718E-11,1.0949926341634341E-10,2.1882794924820606E-19,3.96865372881504E-14,9.493928033748922E-9,0.05102068870894511,5.516267413607846E-15,2.847247164904749E-14,8.431466874012385E-9,9.701882795372832E-9,4.698998113345043E-13,7.293315922417189E-13,9.449731059034418E-8,0.16948232631205384,1.3768545977974502E-11,7.793695897215185E-14,1.5020535837929226E-11,1.619397392066911E-10,3.450295429516917E-17,6.7397093214903E-13,1.2125923037824583E-6,0.937938351847559,1.4263799272494125E-14,1.173476489975659E-15,1.5935728611212764E-11,1.0189479261545983E-8,1.7464343523458684E-19,6.388190957968012E-14,1.3894534404014378E-7,0.6071745771471697,7.160301198528005E-16,1.2903393400065089E-14,5.803045350235066E-13,4.872928666230083E-10,1.7908063217432838E-20,1.0404780584939105E-13,7.560177170190376E-9,0.19715551995033853,2.544899462881817E-16,3.9683874090790564E-15,6.832408558143711E-12,1.1165913109236888E-9,2.432787885757003E-23,1.0921594249061108E-14,4.0977223059688134E-7,0.013337170493302703,1.8868015623525282E-16,2.685652227647007E-15,2.0131919462083646E-11,4.4630581587063825E-10,4.151441703343296E-19,2.0316376729542578E-13,4.6060659667928544E-6,0.48220284658326507,2.6697545376127206E-17,2.282942055088999E-14,3.272174879592846E-12,2.73666542288384E-11,5.1381007997923275E-20,4.9829237530685537E-14,5.9967459347462055E-5,0.08590485995456737,6.05889423036549E-16,6.2891819278089994E-15,3.2862271070711744E-13,7.318555397143551E-10,5.037174721318763E-16,1.399587758558849E-13,1.3862615981844717E-11,0.22058414946483884,5.4388053700701634E-15,3.998473214162E-15,5.090872730390061E-12,1.6410636663916237E-11,6.997493732102538E-23,3.558180421722361E-14,8.966876898128669E-7,0.8742408688297774,1.0146859047055753E-16,1.4115120746602238E-14,
NaN,4.7839373267055364E-11,NaN,2.395112611205633E-15,NaN,7.061743879524113E-8,NaN,7.200507057923439E-14,2.8799204068769583E-10,3.263496643993136E-10,5.015351839524353E-22,4.5368663290187743E-17,1.971396145171386E-7,5.775984128439141E-10,5.064660880922198E-17,4.187613116845519E-14,1.0375087513486891E-11,1.7284004611052258E-10,1.1976846416766964E-22,4.54086928215473E-15,9.636069525421635E-8,1.3963574016210395E-7,1.5843500831086204E-16,2.526421993580141E-15,2.44434469003785E-11,7.558147533637357E-11,2.4653576849346716E-20,6.754511228389793E-15,7.723914690579575E-9,8.350723023794085E-10,7.917920876707746E-15,6.604256892922585E-15,6.13426433844397E-9,7.067821446186351E-9,3.691076393334746E-13,7.139616143035623E-15,8.817820984972429E-8,2.0933750779762637E-8,3.957549245610467E-12,1.4663369036158342E-14,1.0635525318854551E-11,1.43859283413065E-10,1.6873861716386685E-17,3.090319744897494E-14,1.099610021659335E-6,3.200059986438101E-6,1.7389079419454822E-14,1.43392554454651E-15,1.171246813646782E-11,7.50059756822188E-9,2.893042488222901E-19,2.0766697433465964E-17,1.1728561198487169E-7,4.7890376429475006E-6,1.5294557473762831E-15,2.5718593707389454E-15,5.881280468098208E-13,2.595148767692404E-10,2.3262391116735515E-21,7.599968471265456E-16,7.030344237975675E-9,4.448768424236237E-6,3.9842327300233886E-16,1.4227580040295295E-15,5.812963406536433E-12,7.171724551980584E-10,4.536769286325871E-24,1.0180647960653474E-17,3.390310515551318E-7,1.9748285446815244E-8,8.745421449783607E-17,8.210481278246908E-16,1.3926222348200996E-11,2.7102805868131475E-10,9.578635585521124E-20,6.737004287014989E-15,3.34513205325674E-6,9.558605167909373E-7,6.720843363891749E-18,1.0673506408129238E-14,1.5941696806514584E-12,1.2674816338903548E-11,1.189084818119555E-19,8.0708802688454E-16,3.902348120693716E-5,1.946126748553912E-7,4.2389134111750906E-16,1.9124280573737643E-15,2.188930644785988E-13,5.156203828740407E-10,2.5087760512056307E-16,2.0245274313110444E-16,1.4075241112416166E-11,1.4075241112416117E-11,4.895440594089455E-15,4.084771692068925E-15,3.932743178515273E-12,1.1172282507118327E-11,2.3979601878788526E-22,9.416092907271717E-18,7.651330796882805E-7,2.079080170305003E-6,4.6226288795898754E-17,2.3809457730942672E-15,
7.200507057923439E-14,1.3527090271582173E-7,7.200507057923439E-14,7.383383185531314E-11,7.200507057923439E-14,6.249991593187038E-14,7.200507057923439E-14,NaN,5.327089076787801E-7,7.461796329861691E-7,5.539168470620948E-15,3.0397372597762704E-11,6.320993796002118E-6,3.050321358036072E-13,4.511612558999532E-12,2.3723087326766264E-11,5.019978059733255E-9,2.973544536318296E-7,4.444135584701519E-16,1.881114633777214E-10,7.0083607028979E-7,1.0655619790596927E-14,3.3944895100541924E-13,1.8931050487012552E-11,8.408531418701097E-10,1.6214756893054577E-6,2.8934166249258114E-16,1.0141721030525816E-10,9.148023226225158E-8,1.0682541133419037E-13,1.8241962937214323E-12,3.4530977438050948E-9,4.68313169787467E-7,5.717726278013506E-5,6.074882452096286E-12,6.520195971257517E-11,9.317977254298497E-7,1.0450972632251838E-13,8.2992668517035E-7,6.637674748410504E-8,2.4319524954101845E-9,2.634993430165752E-7,1.4729563176335344E-14,7.35747208727856E-12,8.315464528670703E-6,1.3597257365889678E-13,3.573129982596765E-11,1.8296167703711367E-11,2.437490716314265E-9,1.0933050542679586E-5,7.665395304008637E-17,1.9638594127095486E-11,7.509678176459853E-7,1.4318746859213126E-13,7.409555443438972E-13,1.921795376866509E-9,4.2065549010333934E-11,1.02560669441825E-6,4.215569080080457E-17,3.432955114328202E-11,2.576744205361178E-8,3.221729589237897E-13,1.7364527368320008E-15,5.3896414627807254E-11,9.47955806413641E-11,3.382121048793216E-5,1.0117070065857425E-17,9.977525802428968E-12,5.972302275923656E-6,8.437185742964689E-14,8.633963898363812E-15,4.101621972494661E-9,4.996585634982615E-10,1.4110399816117918E-6,1.5313820043434163E-17,1.9703662814568475E-11,7.295626650796258E-4,8.461753502392127E-14,6.364789771654774E-14,1.109306427676449E-9,1.5894034260756693E-10,5.20727491674094E-8,1.9228459097389976E-18,4.351818523917448E-11,0.10130438604943934,5.764285412171679E-14,3.2377477109262293E-14,6.821345708764781E-11,3.1857875323534592E-12,2.87701617388698E-7,5.972451533897581E-15,7.461893136145885E-10,5.971947945637466E-11,1.3987357998373626E-13,1.9553862904628135E-13,4.701972815092916E-12,5.201376613685766E-10,5.927158877375833E-8,1.6991838493908394E-18,5.0989006986520224E-11,5.038442863155873E-6,2.2491026010648658E-13,2.681666799223367E-14,7.846630726689294E-9,
2.8799204068769583E-10,0.7509937973403716,2.8799204068769583E-10,1.0339293493523578E-8,2.8799204068769583E-10,4.4696812011876365E-10,2.8799204068769583E-10,5.327089076787801E-7,NaN,0.1244374620152105,3.6632345482800705E-6,5.556895171828187E-9,4.7251671001569226E-4,3.795047673634636E-10,0.005765593665769233,9.18893235706266E-5,0.004929457040676977,0.08684229054535078,3.1735492744495034E-8,5.453640053194005E-9,1.867052354656576E-5,5.09879109842345E-10,0.010072609319915994,6.430213324814353E-4,8.350884625415409E-5,0.001630287900503843,1.492222588671541E-9,3.816170906958649E-9,3.0051194674744806E-6,4.4102078590607273E-10,1.3217431296576428E-5,1.540700124124059E-4,4.977644531858286E-5,0.01600977902135139,1.1532870459076982E-7,4.543402236700107E-9,5.420817480198933E-6,3.600208257129684E-10,3.259557138016458E-5,1.053958733843759E-5,4.336394758419843E-6,0.0167075316581943,2.3642663401805465E-10,3.882736188944489E-9,7.651968307459667E-5,3.8417435233075355E-10,0.034394661083475705,1.0874954598319178E-4,2.2685788051644737E-5,0.08639561417316508,2.7842790332957473E-10,3.502644864396157E-9,3.409584246643289E-6,3.053834933014014E-10,3.119878161794912E-6,9.874795685193168E-5,3.1439741342887295E-7,0.002908031068593677,5.0276102429404635E-11,3.4135303709480595E-9,1.3036876834497383E-7,3.138972731764E-10,3.269495317828748E-7,0.0018346476560560019,2.560852395928622E-6,5.752403522592166E-4,2.44752896512579E-10,3.4934073549870453E-9,1.5737947438842988E-4,3.462204983634207E-10,3.948789601602211E-7,2.8124409884120334E-4,1.4798913835904467E-6,0.14243299423577813,4.48292550060146E-10,4.312265814222601E-9,0.5697346440166686,4.502936368486912E-10,2.9891535547211943E-5,4.316979450118279E-4,2.587752416755302E-6,0.09424784185146447,7.954271436373306E-10,5.434403675172884E-9,0.013174282186237663,4.617100696259755E-10,0.001026599318445894,2.365495306300186E-4,6.02346750580399E-10,0.01711650252129533,5.108717133372721E-13,7.813306437189412E-9,5.496020562914614E-10,4.0723867172072536E-10,2.4393595524029505E-10,0.022404406335500015,1.8349453961485828E-6,0.014424080365349048,6.895033807627468E-11,3.137776849095895E-9,4.035042919193861E-5,3.378065154074972E-10,2.5833592008756557E-7,1.7090508097442725E-4,
3.263496643993136E-10,0.02652526230258377,3.263496643993136E-10,8.494941531567618E-9,3.263496643993136E-10,4.547543944239296E-10,3.263496643993136E-10,7.461796329861691E-7,0.1244374620152105,NaN,1.4413430613032508E-7,8.157365174332354E-9,2.308979107899375E-4,5.170891714708735E-10,0.2894825509934723,0.0029068211181487247,3.782986705995003E-6,0.6134566958003637,2.2133871687965795E-9,5.673360173415999E-9,7.991520117965619E-6,3.628245082182935E-10,2.0489680692264186E-4,0.03058797803670343,6.272227958530452E-7,0.2660274093704067,5.153788877182782E-10,4.739505710268928E-9,3.3675419177439045E-7,3.5466327802391657E-10,1.178949227716398E-6,0.0188702784197784,2.589595401341402E-4,0.010267744942214435,3.730465858386196E-8,4.783546675321479E-9,1.8562221107095784E-5,4.713835087997488E-10,0.0011627062752885794,1.238174222439032E-4,9.676812534062422E-7,0.5292379753421319,7.69214254176294E-11,8.044291928975415E-9,4.264655506725806E-5,4.751899017320031E-10,1.1475496234060843E-4,0.0014217688219189126,6.170899237508442E-7,0.8182435557419947,4.726930022658762E-11,5.039447970793527E-9,4.754044078637091E-6,7.313329341014489E-10,1.0823614098629316E-6,0.0018684467734519997,6.124429103009167E-10,0.41833897917192653,2.7318565871961374E-11,6.425538863793243E-9,3.4605324645625885E-8,4.365599284558844E-10,1.6684310119720295E-9,0.283557094133541,4.651675491854021E-7,0.049587391100170346,2.9377038709217473E-11,5.511517093740293E-9,1.7127416085772182E-4,5.311614239196189E-10,9.450428087683128E-9,0.007832475374896827,1.9186757385927606E-7,0.79686527509565,3.06005948160026E-11,7.61061258619194E-9,0.12260280041112064,2.9940480925399237E-10,1.7730032822227746E-6,0.03219059499292587,1.069624521377065E-6,0.35310160075651065,2.8364684526517607E-10,5.7538192556625965E-9,0.06875306558159966,2.7421057958195215E-10,1.159302970247734E-5,0.004784535957092423,2.150265127520116E-9,2.8517098500957283E-4,5.870991174482643E-12,1.3710700968566392E-8,8.786330866365865E-11,4.278576281109027E-10,2.9687844287026752E-12,2.3762977831325646E-5,6.69721998142828E-8,0.5703201262289121,1.2771940571219355E-11,8.103397932738934E-9,2.446879830884129E-5,5.393348513662691E-10,7.988430169595793E-8,0.020712154340436058,
