#,IBk-1-Holdout,IBk-1-Holdout-gen,IBk-1-CV,IBk-1-CV-gen,IBk-1-LOOCV,IBk-1-LOOCV-gen,IBk-1-Resample,IBk-1-Resample-gen,IBk-1-ResampleBootstrap-gen,IBk-3-Holdout,IBk-3-Holdout-gen,IBk-3-CV,IBk-3-CV-gen,IBk-3-LOOCV,IBk-3-LOOCV-gen,IBk-3-Resample,IBk-3-Resample-gen,IBk-3-ResampleBootstrap-gen,IBk-5-Holdout,IBk-5-Holdout-gen,IBk-5-CV,IBk-5-CV-gen,IBk-5-LOOCV,IBk-5-LOOCV-gen,IBk-5-Resample,IBk-5-Resample-gen,IBk-5-ResampleBootstrap-gen,IBk-10-Holdout,IBk-10-Holdout-gen,IBk-10-CV,IBk-10-CV-gen,IBk-10-LOOCV,IBk-10-LOOCV-gen,IBk-10-Resample,IBk-10-Resample-gen,IBk-10-ResampleBootstrap-gen,J48-2-Holdout,J48-2-Holdout-gen,J48-2-CV,J48-2-CV-gen,J48-2-LOOCV,J48-2-LOOCV-gen,J48-2-Resample,J48-2-Resample-gen,J48-2-ResampleBootstrap-gen,J48-5-Holdout,J48-5-Holdout-gen,J48-5-CV,J48-5-CV-gen,J48-5-LOOCV,J48-5-LOOCV-gen,J48-5-Resample,J48-5-Resample-gen,J48-5-ResampleBootstrap-gen,J48-10-Holdout,J48-10-Holdout-gen,J48-10-CV,J48-10-CV-gen,J48-10-LOOCV,J48-10-LOOCV-gen,J48-10-Resample,J48-10-Resample-gen,J48-10-ResampleBootstrap-gen,J48-30-Holdout,J48-30-Holdout-gen,J48-30-CV,J48-30-CV-gen,J48-30-LOOCV,J48-30-LOOCV-gen,J48-30-Resample,J48-30-Resample-gen,J48-30-ResampleBootstrap-gen,NBC--Holdout,NBC--Holdout-gen,NBC--CV,NBC--CV-gen,NBC--LOOCV,NBC--LOOCV-gen,NBC--Resample,NBC--Resample-gen,NBC--ResampleBootstrap-gen,SMO-1-P-Holdout,SMO-1-P-Holdout-gen,SMO-1-P-CV,SMO-1-P-CV-gen,SMO-1-P-LOOCV,SMO-1-P-LOOCV-gen,SMO-1-P-Resample,SMO-1-P-Resample-gen,SMO-1-P-ResampleBootstrap-gen,SMO-5-P-Holdout,SMO-5-P-Holdout-gen,SMO-5-P-CV,SMO-5-P-CV-gen,SMO-5-P-LOOCV,SMO-5-P-LOOCV-gen,SMO-5-P-Resample,SMO-5-P-Resample-gen,SMO-5-P-ResampleBootstrap-gen,SMO-1-RBF-Holdout,SMO-1-RBF-Holdout-gen,SMO-1-RBF-CV,SMO-1-RBF-CV-gen,SMO-1-RBF-LOOCV,SMO-1-RBF-LOOCV-gen,SMO-1-RBF-Resample,SMO-1-RBF-Resample-gen,SMO-1-RBF-ResampleBootstrap-gen,SMO-5-RBF-Holdout,SMO-5-RBF-Holdout-gen,SMO-5-RBF-CV,SMO-5-RBF-CV-gen,SMO-5-RBF-LOOCV,SMO-5-RBF-LOOCV-gen,SMO-5-RBF-Resample,SMO-5-RBF-Resample-gen,SMO-5-RBF-ResampleBootstrap-gen,
IBk-10-Holdout-gen,2.2492882744072162E-5,8.849385330584255E-5,2.2492882744072162E-5,7.089463086540888E-5,2.2492882744072162E-5,2.2492882744072162E-5,2.2492882744072162E-5,1.2962159286271326E-5,1.5023497812402415E-5,8.971203117222294E-4,0.01613884603531783,7.089463086540888E-5,7.089463086540888E-5,2.2492882744072162E-5,2.2492882744072162E-5,6.0052111701730677E-5,4.855646744460431E-5,4.623622364252141E-5,0.005231468754434202,0.014956363910414194,7.228242278443544E-5,7.089463086540888E-5,2.2492882744072162E-5,2.2492882744072162E-5,3.7815262637768545E-5,3.0268043892667387E-4,1.3313698880915379E-4,0.13502336675113774,NaN,6.667348676062396E-5,1.2652599846609916E-4,2.2492882744072162E-5,2.2492882744072162E-5,7.728987148036432E-5,5.269778767902047E-4,1.9812061665421687E-4,0.019563164760626015,3.885395515333156E-4,5.466763301122399E-4,0.018347840056172345,2.2492882744072162E-5,2.2492882744072162E-5,1.8080337857124211E-4,0.030559754195266468,0.6760349783849178,0.06650555889595287,1.612064413040955E-5,0.016476407627169606,2.264947672241531E-4,2.2492882744072162E-5,2.2492882744072162E-5,5.025306104153927E-4,0.01399026106674707,0.2154458459239691,0.004410678252871574,1.734856421747601E-5,0.22423053395781634,9.96737413314837E-4,2.2492882744072162E-5,2.2492882744072162E-5,0.597910944809851,0.0023312341242260133,0.010608869041825727,8.581280414371044E-7,3.017664601298604E-8,6.281431528492171E-7,2.3175571504676915E-8,2.2492882744072162E-5,2.2492882744072162E-5,4.369459217075204E-4,6.79302054265533E-5,5.5226797415076505E-5,3.362514240790842E-8,5.600414746990807E-10,3.2302626067316914E-14,1.1987637961622938E-13,2.2492882744072162E-5,2.2492882744072162E-5,1.7680204815504037E-10,5.551962850206041E-10,5.0706936984581955E-11,0.018982999119928692,0.01327484565878451,0.28120323908908584,0.17596478604734833,2.2492882744072162E-5,2.2492882744072162E-5,0.4620782768913855,0.06022251455765436,0.0870131598784417,0.5201461620384562,0.1277098538197477,0.26209356676509443,0.4866788684846267,2.2492882744072162E-5,2.2492882744072162E-5,0.625396343058315,0.16772001742059073,0.265223703619355,8.84574634465339E-13,4.8183831845624087E-14,1.428748422403917E-14,1.0650295460235729E-14,2.2492882744072162E-5,2.2492882744072162E-5,1.8028574904906003E-6,1.4477061869944586E-5,5.276058659242884E-6,3.72704401068221E-10,2.6581809643189993E-8,5.4685300654871234E-8,1.632488866546999E-7,2.2492882744072162E-5,2.2492882744072162E-5,3.164230340515658E-5,7.280040980475854E-7,8.753743342379864E-8,
IBk-10-CV,1.6860953849890916E-10,0.2712680357648013,1.6860953849890916E-10,0.49446565128734443,1.6860953849890916E-10,1.6860953849890916E-10,1.6860953849890916E-10,0.932892465722204,0.05733540777923368,0.04976866278280564,0.031053411436877697,0.49446565128734443,0.49446565128734443,1.6860953849890916E-10,1.6860953849890916E-10,0.008959997163403854,0.08558186453507179,0.014198250387891522,0.019504117620011592,0.038952040926189514,0.6376422052940846,0.49446565128734443,1.6860953849890916E-10,1.6860953849890916E-10,0.0018607607569801196,0.22419124247994815,0.6988450099134185,9.086160626598889E-4,6.667348676062396E-5,NaN,0.005963317319674417,1.6860953849890916E-10,1.6860953849890916E-10,0.0730586934429536,0.13599698162009072,0.07899312429481761,0.012533434099506413,2.1492469663629362E-5,9.446335110024863E-8,7.250206191336996E-9,1.6860953849890916E-10,1.6860953849890916E-10,0.14920213418212044,3.885138972084023E-5,4.001843107197638E-5,3.178340721807034E-6,3.1813954827942552E-6,6.7591683689584166E-9,4.0300033657546505E-9,1.6860953849890916E-10,1.6860953849890916E-10,5.454223868603641E-5,1.6862215848518115E-5,9.315981693183158E-6,2.841844871054871E-5,5.928289985987006E-7,1.937395123348076E-11,5.446150163616971E-9,1.6860953849890916E-10,1.6860953849890916E-10,3.1691996460825534E-5,8.542037799696772E-6,4.006866008961167E-6,1.3622108076240007E-7,2.8187525900729774E-9,4.670465297493843E-10,6.795437100792901E-10,1.6860953849890916E-10,1.6860953849890916E-10,3.711888236081878E-6,9.348847147826004E-6,3.997790084434708E-6,3.2177133666191784E-9,6.292083243623935E-11,1.986491303910596E-24,3.595672326041127E-20,1.6860953849890916E-10,1.6860953849890916E-10,1.1825904648029362E-11,2.3202338593736508E-10,9.164359239636344E-12,3.103422571611716E-7,1.4560969128505E-6,1.6570567458060965E-14,7.979319224352917E-13,1.6860953849890916E-10,1.6860953849890916E-10,4.582351936441436E-6,2.4349106633612706E-6,2.3584145408680812E-8,1.9538694811514725E-5,3.1722357897002985E-6,9.40247606657164E-16,9.045105722340388E-11,1.6860953849890916E-10,1.6860953849890916E-10,4.955289217496656E-6,1.6655334718270586E-6,5.517561004525907E-10,6.936700646312955E-13,2.8911397552303615E-14,1.8323645982396114E-22,1.3428488046421931E-20,1.6860953849890916E-10,1.6860953849890916E-10,7.133062442453972E-7,5.07936873348076E-6,1.8611681358845675E-6,1.6143689344204266E-11,6.487002470467755E-9,2.8013729929602015E-18,6.960059510847253E-16,1.6860953849890916E-10,1.6860953849890916E-10,5.090490395599999E-9,3.0394222968082967E-7,7.605915956134196E-10,
IBk-10-CV-gen,1.3569595408313583E-6,0.15297083491413066,1.3569595408313583E-6,0.01070801995567475,1.3569595408313583E-6,1.3569595408313583E-6,1.3569595408313583E-6,0.14657986885531485,0.0022870932479052454,0.2982667883332606,0.05786553788561616,0.01070801995567475,0.01070801995567475,1.3569595408313583E-6,1.3569595408313583E-6,0.0019234117228289639,0.0030104152151391983,1.3262827788643902E-4,0.09387247319661506,0.09877527075956587,0.010229362752901917,0.01070801995567475,1.3569595408313583E-6,1.3569595408313583E-6,3.7464565309010945E-4,0.9134612641544612,0.16891627449830982,0.0017558599999866961,1.2652599846609916E-4,0.005963317319674417,NaN,1.3569595408313583E-6,1.3569595408313583E-6,0.5042379030441878,0.3716782173939138,0.33829395839857823,0.022624413851964113,2.1441834247761703E-5,1.4270179010590226E-5,9.400469364054025E-9,1.3569595408313583E-6,1.3569595408313583E-6,0.8402276669135293,5.040908288687891E-5,6.0461916035804627E-5,5.439003504859629E-6,3.2298085378469477E-6,1.9110146772991303E-7,2.7950308668302844E-9,1.3569595408313583E-6,1.3569595408313583E-6,7.082552579339476E-4,1.2768451188650039E-5,5.962835454725584E-6,3.825263255552666E-5,6.709049213246313E-7,8.293627824819566E-11,9.89873875769399E-9,1.3569595408313583E-6,1.3569595408313583E-6,5.516453480708349E-5,7.887488807432589E-6,3.5483169100658734E-6,1.3344063338981423E-7,3.030885009085691E-9,1.010161720229415E-9,1.002812410428815E-9,1.3569595408313583E-6,1.3569595408313583E-6,4.3631279094066894E-6,1.090650934578345E-5,4.7439787097261634E-6,3.573714327185049E-9,7.502279994392193E-11,2.8146796101087705E-21,3.8816956766529405E-19,1.3569595408313583E-6,1.3569595408313583E-6,1.58706365861706E-11,2.6625045464848334E-10,1.1849892776259522E-11,3.1253224428457035E-7,2.9791006077438374E-6,9.109713759644276E-12,3.8536556622472316E-12,1.3569595408313583E-6,1.3569595408313583E-6,8.538051223166281E-6,1.927548356200068E-6,1.001523946956873E-8,2.7482064106278634E-5,5.547647225538124E-6,4.0131744060402266E-11,6.766850034444604E-9,1.3569595408313583E-6,1.3569595408313583E-6,6.140566227598507E-6,5.529865977324472E-6,1.0939175731472032E-9,6.770083918618909E-13,3.5183282469076565E-14,3.572482915847544E-22,1.040020689535306E-20,1.3569595408313583E-6,1.3569595408313583E-6,7.605444208582783E-7,5.222835529549241E-6,1.9316960912278192E-6,1.6929879427456462E-11,6.283954362315724E-9,8.108192511402895E-16,2.7691779499981182E-14,1.3569595408313583E-6,1.3569595408313583E-6,7.666113509780453E-9,3.9125373655285053E-7,1.2060307465103792E-9,
IBk-10-LOOCV,NaN,8.538051223166281E-6,NaN,0.0,NaN,NaN,NaN,0.00953461304130103,0.00953461304130103,9.593102991236757E-4,0.00698030292867693,0.0,0.0,NaN,NaN,0.00846815040315423,0.19342205960333203,0.02898267920362094,0.0012255637610538179,0.007034272439032621,2.6958428717098067E-17,0.0,NaN,NaN,0.003771557558705979,0.0010538712570165544,2.3016517113922945E-4,1.8988643546201945E-4,2.2492882744072162E-5,1.6860953849890916E-10,1.3569595408313583E-6,NaN,NaN,6.701223914264611E-4,0.011871767243102002,0.0028197437927179416,0.0016125446941837984,1.4389301535644724E-5,1.8537582124542017E-10,3.5410385009764316E-9,NaN,NaN,1.974330883718655E-4,2.0799391921612238E-5,1.5334735773717126E-5,1.3633596295701998E-6,2.329322472539756E-6,3.3794480562011293E-10,1.5157144738912398E-9,NaN,NaN,1.2575086805964293E-6,8.538051223166281E-6,3.4445182266588113E-6,1.5185481792766925E-5,4.3840125950437484E-7,6.298033186564015E-12,2.2055970255855762E-9,NaN,NaN,8.952223416190967E-6,5.185779612675112E-6,2.067438153293318E-6,1.1562700114691065E-7,2.4409431868648163E-9,3.0098016163098905E-10,5.249100912489642E-10,NaN,NaN,2.4568314811302102E-6,7.509132248518672E-6,3.096223083645258E-6,2.8361221941587754E-9,5.8207262258538307E-11,2.0307345600529405E-24,3.1878147513963505E-20,NaN,NaN,9.592257121946609E-12,2.065397834418675E-10,7.84531302179336E-12,1.6637242579033085E-7,7.090151947335252E-7,2.386859479733229E-16,2.354476940451564E-13,NaN,NaN,1.6247721079311823E-6,1.084297188092331E-6,1.0279432548871107E-8,7.359731619284716E-6,1.3026708409626059E-6,4.515497097362767E-16,2.11310235648389E-11,NaN,NaN,1.202740081836934E-6,4.2615901611204973E-7,1.670466635076299E-10,6.358354173448814E-13,2.948084713625571E-14,6.563611705412516E-23,1.8207775045190387E-20,NaN,NaN,6.612377390132133E-7,4.6800165803678474E-6,1.7212652585131964E-6,1.3241952105059626E-11,5.789649422706685E-9,9.038525460240938E-19,2.1199330088236463E-16,NaN,NaN,2.802588943232881E-9,2.0983502679883882E-7,5.244206434146447E-10,
IBk-10-LOOCV-gen,NaN,8.538051223166281E-6,NaN,0.0,NaN,NaN,NaN,0.00953461304130103,0.00953461304130103,9.593102991236757E-4,0.00698030292867693,0.0,0.0,NaN,NaN,0.00846815040315423,0.19342205960333203,0.02898267920362094,0.0012255637610538179,0.007034272439032621,2.6958428717098067E-17,0.0,NaN,NaN,0.003771557558705979,0.0010538712570165544,2.3016517113922945E-4,1.8988643546201945E-4,2.2492882744072162E-5,1.6860953849890916E-10,1.3569595408313583E-6,NaN,NaN,6.701223914264611E-4,0.011871767243102002,0.0028197437927179416,0.0016125446941837984,1.4389301535644724E-5,1.8537582124542017E-10,3.5410385009764316E-9,NaN,NaN,1.974330883718655E-4,2.0799391921612238E-5,1.5334735773717126E-5,1.3633596295701998E-6,2.329322472539756E-6,3.3794480562011293E-10,1.5157144738912398E-9,NaN,NaN,1.2575086805964293E-6,8.538051223166281E-6,3.4445182266588113E-6,1.5185481792766925E-5,4.3840125950437484E-7,6.298033186564015E-12,2.2055970255855762E-9,NaN,NaN,8.952223416190967E-6,5.185779612675112E-6,2.067438153293318E-6,1.1562700114691065E-7,2.4409431868648163E-9,3.0098016163098905E-10,5.249100912489642E-10,NaN,NaN,2.4568314811302102E-6,7.509132248518672E-6,3.096223083645258E-6,2.8361221941587754E-9,5.8207262258538307E-11,2.0307345600529405E-24,3.1878147513963505E-20,NaN,NaN,9.592257121946609E-12,2.065397834418675E-10,7.84531302179336E-12,1.6637242579033085E-7,7.090151947335252E-7,2.386859479733229E-16,2.354476940451564E-13,NaN,NaN,1.6247721079311823E-6,1.084297188092331E-6,1.0279432548871107E-8,7.359731619284716E-6,1.3026708409626059E-6,4.515497097362767E-16,2.11310235648389E-11,NaN,NaN,1.202740081836934E-6,4.2615901611204973E-7,1.670466635076299E-10,6.358354173448814E-13,2.948084713625571E-14,6.563611705412516E-23,1.8207775045190387E-20,NaN,NaN,6.612377390132133E-7,4.6800165803678474E-6,1.7212652585131964E-6,1.3241952105059626E-11,5.789649422706685E-9,9.038525460240938E-19,2.1199330088236463E-16,NaN,NaN,2.802588943232881E-9,2.0983502679883882E-7,5.244206434146447E-10,
IBk-10-Resample,6.701223914264611E-4,0.18481566091934765,6.701223914264611E-4,0.07679627097006278,6.701223914264611E-4,6.701223914264611E-4,6.701223914264611E-4,0.056232490905069966,0.0054718985520491575,0.8206616308761882,0.11187347079637922,0.07679627097006278,0.07679627097006278,6.701223914264611E-4,6.701223914264611E-4,0.010596710822969119,0.01550033842563245,0.007856337732811783,0.2588313119918232,0.10930353261576163,0.0745325559269773,0.07679627097006278,6.701223914264611E-4,6.701223914264611E-4,0.013082941376823391,0.487795463732016,0.12356056992900909,0.0014686657050867642,7.728987148036432E-5,0.0730586934429536,0.5042379030441878,6.701223914264611E-4,6.701223914264611E-4,NaN,0.5335634359358683,0.5069642517700861,0.06819400847910108,1.8497123907666356E-5,0.06964005814492008,2.3735289640793661E-7,6.701223914264611E-4,6.701223914264611E-4,0.48255546999297205,4.8076922266577885E-5,6.918826157423382E-5,1.6584954132693795E-5,4.563679120167726E-6,3.9575650564031256E-7,6.060923342012897E-9,6.701223914264611E-4,6.701223914264611E-4,0.001277350455213092,4.362698790103295E-5,3.791912072880913E-5,5.3576154475450284E-5,7.933444321032178E-7,9.062586194576548E-8,1.4580573640317887E-7,6.701223914264611E-4,6.701223914264611E-4,2.3345817037873347E-4,1.5470567691519474E-5,1.01283709796634E-5,1.1861020421632038E-7,3.899120402153369E-9,2.686124481797544E-9,2.5576494178801165E-9,6.701223914264611E-4,6.701223914264611E-4,3.959407935128036E-6,1.1519242003629338E-5,4.880431458386918E-6,2.6588796462770624E-9,1.5114076413947892E-10,4.6375474223350085E-18,6.9638869473695E-18,6.701223914264611E-4,6.701223914264611E-4,8.850829098265516E-12,2.685786750207025E-10,9.483257640274459E-12,2.743085450423131E-6,1.5730856845938325E-6,6.622252014278784E-9,1.6036717803389395E-8,6.701223914264611E-4,6.701223914264611E-4,3.715571938319077E-5,9.816851588216132E-6,6.078103338140957E-7,1.1899669262543144E-4,2.630339707510717E-5,9.014110123286189E-8,1.8747482685523644E-8,6.701223914264611E-4,6.701223914264611E-4,4.265979135138688E-5,6.676235634214611E-5,2.02840128863578E-6,6.761511570147756E-13,3.324953720805782E-14,7.687651341726099E-19,2.100076603373687E-18,6.701223914264611E-4,6.701223914264611E-4,7.304298767018003E-7,5.505601250583034E-6,1.9849238319917477E-6,1.993799662903111E-11,6.308690895006615E-9,1.1228626367735646E-13,1.924496688994867E-12,6.701223914264611E-4,6.701223914264611E-4,2.5635339318870685E-8,4.3921443022604435E-7,2.6069018045505798E-9,
IBk-10-Resample-gen,0.011871767243102002,0.2139471901904092,0.011871767243102002,0.142958289336035,0.011871767243102002,0.011871767243102002,0.011871767243102002,0.15266056244408877,0.05872726955257195,0.7790420468389909,0.2834358027157322,0.142958289336035,0.142958289336035,0.011871767243102002,0.011871767243102002,0.04010101164948315,0.06592005504483112,0.05154265918259767,0.531649575659046,0.0909549160120287,0.14144811653378833,0.142958289336035,0.011871767243102002,0.011871767243102002,0.06617105472445915,0.32212063472248953,0.1694463493122963,0.021897802197399313,5.269778767902047E-4,0.13599698162009072,0.3716782173939138,0.011871767243102002,0.011871767243102002,0.5335634359358683,NaN,0.5810374694584528,0.2193014888262934,7.348070553569017E-5,0.6179230817507193,6.276267293357753E-7,0.011871767243102002,0.011871767243102002,0.37668198750845383,5.088609550874075E-4,0.002005640147684798,3.96402154490382E-6,2.9993198428370392E-6,0.0024194925591772393,8.948509978202425E-7,0.011871767243102002,0.011871767243102002,0.25821666290420964,2.0993765385604282E-4,4.5352710469686897E-4,3.039700379683055E-5,3.823841821212711E-7,1.804143742450325E-4,1.6321908708531669E-6,0.011871767243102002,0.011871767243102002,0.0011260620615241093,2.9021736506055767E-5,2.6344745777658586E-5,1.8159618525902576E-7,1.2552928592578722E-9,3.6199159152027086E-9,2.6307664225618174E-9,0.011871767243102002,0.011871767243102002,2.999726294476628E-6,7.083252183796283E-6,2.636280910878456E-6,2.91566321839237E-9,2.807238278094454E-10,7.900724555908327E-16,1.2372151366483329E-15,0.011871767243102002,0.011871767243102002,1.6895298349709617E-11,3.3047740525907757E-10,1.5147998271198882E-11,9.54011475344069E-6,2.824536722622481E-6,5.0001699853445E-6,1.3260312783440102E-6,0.011871767243102002,0.011871767243102002,9.68778203382749E-4,5.510598017964453E-6,6.681548667098748E-6,7.898320152358285E-4,2.1472327459873345E-4,1.0543784857055115E-4,6.737978632226614E-5,0.011871767243102002,0.011871767243102002,1.6835712020810947E-4,0.0017547219314760503,1.5703099783719143E-4,1.4204411565412227E-12,2.3552480040978815E-14,1.0378864560426994E-15,5.394045003413003E-16,0.011871767243102002,0.011871767243102002,6.566080107897379E-7,5.71291447397823E-6,1.973697930807475E-6,2.579971355532582E-11,1.5160015514450853E-8,2.370853841170731E-10,3.698670175904914E-10,0.011871767243102002,0.011871767243102002,4.4688122047610903E-8,7.004410735825146E-7,6.661143590966881E-9,
IBk-10-ResampleBootstrap-gen,0.0028197437927179416,0.1580251583645863,0.0028197437927179416,0.0839482314250014,0.0028197437927179416,0.0028197437927179416,0.0028197437927179416,0.09180487109020137,0.022114930401152286,0.8779086734427967,0.20807783101317234,0.0839482314250014,0.0839482314250014,0.0028197437927179416,0.0028197437927179416,0.015367790615921851,0.034293671929106956,0.021897148550381666,0.3956940732958394,0.08240575241320089,0.08266047876840751,0.0839482314250014,0.0028197437927179416,0.0028197437927179416,0.03201841930432584,0.28911188993884473,0.11195344127868018,0.0084522005089013,1.9812061665421687E-4,0.07899312429481761,0.33829395839857823,0.0028197437927179416,0.0028197437927179416,0.5069642517700861,0.5810374694584528,NaN,0.14243462895069406,4.3957436600772564E-5,0.3782484430757578,2.0766219766187575E-7,0.0028197437927179416,0.0028197437927179416,0.3503299218386581,2.2472246217739402E-4,6.660975536145436E-4,4.791454683414073E-6,3.3622576694389817E-6,1.568793261163677E-4,1.3127060275188939E-7,0.0028197437927179416,0.0028197437927179416,0.08556572084196919,1.1311394297107222E-4,1.7372049118180067E-4,3.3007817023252734E-5,4.7292484333553947E-7,1.1474934594354441E-5,4.5173223268035733E-7,0.0028197437927179416,0.0028197437927179416,4.687072902791225E-4,2.1562077076554785E-5,1.6273064216969753E-5,1.4758577385052045E-7,1.8520119661599217E-9,2.332800516632584E-9,2.2122094536763298E-9,0.0028197437927179416,0.0028197437927179416,2.9041381290171046E-6,8.286259755657588E-6,3.161839830041275E-6,2.7105936070831192E-9,2.141083497256646E-10,4.862827038428444E-17,9.247389190312402E-17,0.0028197437927179416,0.0028197437927179416,1.1970255382557257E-11,2.91267008737323E-10,1.1498470672706471E-11,4.639044930071391E-6,1.5335816535304364E-6,2.836322868446492E-7,8.003057339631305E-8,0.0028197437927179416,0.0028197437927179416,3.1907456576420916E-4,4.394886497524117E-6,1.5841905815015551E-6,3.4135485792433876E-4,8.812122605843353E-5,5.571496839733695E-6,3.5856538264157194E-6,0.0028197437927179416,0.0028197437927179416,5.693523589257206E-5,4.029154071366643E-4,1.6173847325809237E-5,1.0676157269597635E-12,2.547324848789609E-14,6.1456005213554E-17,3.4462024582558446E-17,0.0028197437927179416,0.0028197437927179416,6.783999577136661E-7,5.616938433680675E-6,1.9683609103735872E-6,1.8408586869344153E-11,1.0515313057522145E-8,9.960066249568132E-12,2.7170219642271164E-11,0.0028197437927179416,0.0028197437927179416,2.656344459105682E-8,4.994745764812684E-7,2.7904565865676924E-9,
J48-2-Holdout,0.0016125446941837984,0.013716815053384897,0.0016125446941837984,0.011593853943393396,0.0016125446941837984,0.0016125446941837984,0.0016125446941837984,0.019926288002447775,0.007717712459296345,0.08415030805368914,0.9292125283777822,0.011593853943393396,0.011593853943393396,0.0016125446941837984,0.0016125446941837984,0.0066528335151993965,0.0010449429487067803,0.002002969590088635,0.4151293671105698,0.853390373244652,0.011346629162518001,0.011593853943393396,0.0016125446941837984,0.0016125446941837984,0.006509982110572763,0.028164126092610462,0.01475286568100496,0.06604500568481551,0.019563164760626015,0.012533434099506413,0.022624413851964113,0.0016125446941837984,0.0016125446941837984,0.06819400847910108,0.2193014888262934,0.14243462895069406,NaN,7.238752564878021E-5,0.1916901925180614,3.054703321340447E-5,0.0016125446941837984,0.0016125446941837984,0.01728723831476618,0.0015790511773904597,0.010226070619002301,2.3490140504353884E-4,1.2704588759582409E-5,0.09993884089772126,1.3312468269278753E-6,0.0016125446941837984,0.0016125446941837984,0.5177464717063196,3.5025602020683065E-5,1.0038602435816923E-4,9.617000733767446E-4,4.2988642837312755E-6,0.006727152108053375,5.1177616966813985E-6,0.0016125446941837984,0.0016125446941837984,0.006215415553503489,2.438307274738467E-6,7.251674406383376E-7,5.879561515302196E-7,5.627830009622067E-9,2.7927801748232533E-8,1.969842540802771E-8,0.0016125446941837984,0.0016125446941837984,2.296190253783996E-5,4.6619206296981615E-5,2.646011278449595E-5,5.159825971059154E-9,1.7082576534012353E-10,8.637646486354722E-15,1.666186161643191E-14,0.0016125446941837984,0.0016125446941837984,9.699119209745225E-12,3.265959997147097E-10,1.0945415280721675E-11,1.5940868935021863E-5,2.8015472673919813E-4,1.1224252467795667E-4,9.510523008780881E-5,0.0016125446941837984,0.0016125446941837984,0.0019446097311096176,1.2367306545244626E-4,4.675536834775179E-5,0.009765974012179868,6.508261567571482E-4,0.006673316008625679,0.005176901044011104,0.0016125446941837984,0.0016125446941837984,0.006915889677535507,0.030539332192073734,0.006949410707715165,3.798172175324659E-13,2.261024020251403E-13,2.415201513400493E-15,5.8623522944868545E-15,0.0016125446941837984,0.0016125446941837984,1.5652981876807495E-6,8.49657197098213E-6,3.452577052294031E-6,5.07092986469688E-12,2.2259756178075115E-8,2.8749243408334255E-9,2.433438971280129E-9,0.0016125446941837984,0.0016125446941837984,1.4866971746532552E-8,1.0795381056530157E-5,2.390661159206156E-7,
J48-2-Holdout-gen,1.4389301535644724E-5,2.1967507608897114E-5,1.4389301535644724E-5,2.1972090852766146E-5,1.4389301535644724E-5,1.4389301535644724E-5,1.4389301535644724E-5,1.3891114172805074E-5,1.389460070780736E-5,4.493143017478289E-5,1.1600752548852604E-4,2.1972090852766146E-5,2.1972090852766146E-5,1.4389301535644724E-5,1.4389301535644724E-5,2.3107776015301007E-5,1.2540415017661798E-5,1.5559168945354927E-5,1.1589627667191749E-4,1.7074084746582563E-4,2.1843999444666094E-5,2.1972090852766146E-5,1.4389301535644724E-5,1.4389301535644724E-5,1.6231869930383908E-5,4.755611945804738E-5,3.200653423252577E-5,9.671222001364587E-5,3.885395515333156E-4,2.1492469663629362E-5,2.1441834247761703E-5,1.4389301535644724E-5,1.4389301535644724E-5,1.8497123907666356E-5,7.348070553569017E-5,4.3957436600772564E-5,7.238752564878021E-5,NaN,3.860753481441968E-5,0.007926453512449397,1.4389301535644724E-5,1.4389301535644724E-5,3.087608413068644E-5,0.010510002830407067,7.049502191906938E-4,0.006106831797621274,0.07350785132380291,1.1993422356994661E-4,0.013811804016901106,1.4389301535644724E-5,1.4389301535644724E-5,5.227762936228978E-5,0.00963180028487347,7.04676684967091E-4,0.06769417190185538,0.04838541121747417,2.1692040194172448E-4,0.010063654931878167,1.4389301535644724E-5,1.4389301535644724E-5,3.5029265449671777E-4,0.6523379994781822,0.05994777482500314,3.140787912361033E-5,4.0030838875472734E-6,0.060461750268933794,3.9137608275215656E-4,1.4389301535644724E-5,1.4389301535644724E-5,0.555262210496817,0.025632352156676953,0.09993519991694262,3.646563713930988E-7,1.7431806049251864E-8,1.0231817179254221E-9,9.61995792074439E-10,1.4389301535644724E-5,1.4389301535644724E-5,7.367405518703968E-9,1.4025129015879578E-7,2.564853890543256E-8,0.0161154517157758,0.014250756714713085,9.423107517482832E-4,0.0013338163130585906,1.4389301535644724E-5,1.4389301535644724E-5,0.0010420148048075097,0.004946227597579987,0.0023791368963873515,0.0010101087163921882,0.0012011766055747208,2.607241136382801E-4,3.465105597840747E-4,1.4389301535644724E-5,1.4389301535644724E-5,6.440838519151457E-4,3.1801774136869655E-4,3.759978348363532E-4,1.1463617950441407E-11,4.988145895699511E-13,3.320085155852873E-10,2.7783447173229505E-10,1.4389301535644724E-5,1.4389301535644724E-5,5.4818070739392675E-6,3.794094779603485E-5,1.3769363788228104E-5,3.3874004975220464E-7,1.5309961471143642E-6,0.39817558572096756,0.45263007966358826,1.4389301535644724E-5,1.4389301535644724E-5,0.8140282917432258,0.8875389629394573,0.7906474697325012,
